codigo_region,region,codigo_comuna,comuna,fecha,positivos_acumulados
7,Maule,7401,Linares,3/16/2020,1
7,Maule,7403,Longaví,3/16/2020,-
7,Maule,7105,Maule,3/16/2020,-
7,Maule,7304,Molina,3/16/2020,-
7,Maule,7404,Parral,3/16/2020,1
7,Maule,7106,Pelarco,3/16/2020,-
7,Maule,7203,Pelluhue,3/16/2020,-
7,Maule,7107,Pencahue,3/16/2020,-
7,Maule,7305,Rauco,3/16/2020,-
7,Maule,7405,Retiro,3/16/2020,-
7,Maule,7108,Río Claro,3/16/2020,-
7,Maule,7306,Romeral,3/16/2020,-
7,Maule,7307,Sagrada Familia,3/16/2020,-
7,Maule,7109,San Clemente,3/16/2020,-
7,Maule,7406,San Javier,3/16/2020,-
7,Maule,7110,San Rafael,3/16/2020,-
7,Maule,7101,Talca,3/16/2020,6
7,Maule,7308,Teno,3/16/2020,-
7,Maule,7309,Vichuquén,3/16/2020,-
7,Maule,7407,Villa Alegre,3/16/2020,-
7,Maule,7408,Yerbas Buenas,3/16/2020,-
16,Ñuble,16102,Bulnes,3/16/2020,1
16,Ñuble,16101,Chillán,3/16/2020,6
16,Ñuble,16103,Chillán Viejo,3/16/2020,1
16,Ñuble,16202,Cobquecura,3/16/2020,-
16,Ñuble,16203,Coelemu,3/16/2020,-
16,Ñuble,16302,Coihueco,3/16/2020,-
16,Ñuble,16104,El Carmen,3/16/2020,-
16,Ñuble,16204,Ninhue,3/16/2020,-
16,Ñuble,16303,Ñiquén,3/16/2020,-
16,Ñuble,16105,Pemuco,3/16/2020,-
16,Ñuble,16106,Pinto,3/16/2020,-
16,Ñuble,16205,Portezuelo,3/16/2020,-
16,Ñuble,16107,Quillón,3/16/2020,0
16,Ñuble,16201,Quirihue,3/16/2020,-
16,Ñuble,16206,Ránquil,3/16/2020,-
16,Ñuble,16301,San Carlos,3/16/2020,0
16,Ñuble,16304,San Fabián,3/16/2020,-
16,Ñuble,16108,San Ignacio,3/16/2020,-
16,Ñuble,16305,San Nicolás,3/16/2020,-
16,Ñuble,16207,Treguaco,3/16/2020,-
16,Ñuble,16109,Yungay,3/16/2020,-
8,Biobío,8314,Alto Biobío,3/16/2020,-
8,Biobío,8302,Antuco,3/16/2020,-
8,Biobío,8202,Arauco,3/16/2020,-
8,Biobío,8303,Cabrero,3/16/2020,-
8,Biobío,8203,Cañete,3/16/2020,-
8,Biobío,8103,Chiguayante,3/16/2020,0
8,Biobío,8101,Concepción,3/16/2020,1
8,Biobío,8204,Contulmo,3/16/2020,-
8,Biobío,8102,Coronel,3/16/2020,-
8,Biobío,8205,Curanilahue,3/16/2020,-
8,Biobío,8104,Florida,3/16/2020,-
8,Biobío,8112,Hualpén,3/16/2020,-
8,Biobío,8105,Hualqui,3/16/2020,-
8,Biobío,8304,Laja,3/16/2020,-
8,Biobío,8201,Lebu,3/16/2020,-
8,Biobío,8206,Los Álamos,3/16/2020,-
8,Biobío,8301,Los Ángeles,3/16/2020,0
8,Biobío,8106,Lota,3/16/2020,-
8,Biobío,8305,Mulchén,3/16/2020,-
8,Biobío,8306,Nacimiento,3/16/2020,-
8,Biobío,8307,Negrete,3/16/2020,-
8,Biobío,8107,Penco,3/16/2020,-
8,Biobío,8308,Quilaco,3/16/2020,-
8,Biobío,8309,Quilleco,3/16/2020,-
8,Biobío,8108,San Pedro de la Paz,3/16/2020,0
8,Biobío,8310,San Rosendo,3/16/2020,-
8,Biobío,8311,Santa Bárbara,3/16/2020,-
8,Biobío,8109,Santa Juana,3/16/2020,-
8,Biobío,8110,Talcahuano,3/16/2020,-
8,Biobío,8207,Tirúa,3/16/2020,-
8,Biobío,8111,Tomé,3/16/2020,0
8,Biobío,8312,Tucapel,3/16/2020,-
8,Biobío,8313,Yumbel,3/16/2020,0
9,Araucanía,9201,Angol,3/16/2020,0
9,Araucanía,9102,Carahue,3/16/2020,-
9,Araucanía,9121,Cholchol,3/16/2020,-
9,Araucanía,9202,Collipulli,3/16/2020,-
9,Araucanía,9103,Cunco,3/16/2020,-
9,Araucanía,9203,Curacautín,3/16/2020,-
9,Araucanía,9104,Curarrehue,3/16/2020,-
9,Araucanía,9204,Ercilla,3/16/2020,-
9,Araucanía,9105,Freire,3/16/2020,-
9,Araucanía,9106,Galvarino,3/16/2020,-
9,Araucanía,9107,Gorbea,3/16/2020,0
9,Araucanía,9108,Lautaro,3/16/2020,-
9,Araucanía,9109,Loncoche,3/16/2020,-
9,Araucanía,9205,Lonquimay,3/16/2020,-
9,Araucanía,9206,Los Sauces,3/16/2020,-
9,Araucanía,9207,Lumaco,3/16/2020,-
9,Araucanía,9110,Melipeuco,3/16/2020,-
9,Araucanía,9111,Nueva Imperial,3/16/2020,-
9,Araucanía,9112,Padre Las Casas,3/16/2020,0
9,Araucanía,9113,Perquenco,3/16/2020,-
9,Araucanía,9114,Pitrufquén,3/16/2020,0
9,Araucanía,9115,Pucón,3/16/2020,-
9,Araucanía,9208,Purén,3/16/2020,-
9,Araucanía,9209,Renaico,3/16/2020,-
9,Araucanía,9116,Saavedra,3/16/2020,-
9,Araucanía,9101,Temuco,3/16/2020,1
9,Araucanía,9117,Teodoro Schmidt,3/16/2020,-
9,Araucanía,9118,Toltén,3/16/2020,-
9,Araucanía,9210,Traiguén,3/16/2020,-
9,Araucanía,9211,Victoria,3/16/2020,0
9,Araucanía,9119,Vilcún,3/16/2020,0
9,Araucanía,9120,Villarrica,3/16/2020,-
14,Los Ríos,14102,Corral,3/16/2020,-
14,Los Ríos,14202,Futrono,3/16/2020,-
14,Los Ríos,14201,La Unión,3/16/2020,-
14,Los Ríos,14203,Lago Ranco,3/16/2020,-
14,Los Ríos,14103,Lanco,3/16/2020,-
14,Los Ríos,14104,Los Lagos,3/16/2020,-
14,Los Ríos,14105,Máfil,3/16/2020,-
14,Los Ríos,14106,Mariquina,3/16/2020,-
14,Los Ríos,14107,Paillaco,3/16/2020,-
14,Los Ríos,14108,Panguipulli,3/16/2020,-
14,Los Ríos,14204,Río Bueno,3/16/2020,-
14,Los Ríos,14101,Valdivia,3/16/2020,0
10,Los Lagos,10202,Ancud,3/16/2020,-
10,Los Lagos,10102,Calbuco,3/16/2020,0
10,Los Lagos,10201,Castro,3/16/2020,-
10,Los Lagos,10401,Chaitén,3/16/2020,-
10,Los Lagos,10203,Chonchi,3/16/2020,-
10,Los Lagos,10103,Cochamó,3/16/2020,-
10,Los Lagos,10204,Curaco de Vélez,3/16/2020,-
10,Los Lagos,10205,Dalcahue,3/16/2020,-
10,Los Lagos,10104,Fresia,3/16/2020,-
10,Los Lagos,10105,Frutillar,3/16/2020,-
10,Los Lagos,10402,Futaleufú,3/16/2020,-
10,Los Lagos,10403,Hualaihué,3/16/2020,-
10,Los Lagos,10107,Llanquihue,3/16/2020,-
10,Los Lagos,10106,Los Muermos,3/16/2020,-
10,Los Lagos,10108,Maullín,3/16/2020,-
10,Los Lagos,10301,Osorno,3/16/2020,1
10,Los Lagos,10404,Palena,3/16/2020,-
10,Los Lagos,10101,Puerto Montt,3/16/2020,0
10,Los Lagos,10302,Puerto Octay,3/16/2020,-
10,Los Lagos,10109,Puerto Varas,3/16/2020,-
10,Los Lagos,10206,Puqueldón,3/16/2020,-
10,Los Lagos,10303,Purranque,3/16/2020,-
10,Los Lagos,10304,Puyehue,3/16/2020,-
10,Los Lagos,10207,Queilén,3/16/2020,-
10,Los Lagos,10208,Quellón,3/16/2020,-
10,Los Lagos,10209,Quemchi,3/16/2020,-
10,Los Lagos,10210,Quinchao,3/16/2020,-
10,Los Lagos,10305,Río Negro,3/16/2020,-
10,Los Lagos,10306,San Juan de la Costa,3/16/2020,-
10,Los Lagos,10307,San Pablo,3/16/2020,-
11,Aysén,11201,Aisén,3/16/2020,-
11,Aysén,11401,Chile Chico,3/16/2020,-
11,Aysén,11202,Cisnes,3/16/2020,-
11,Aysén,11301,Cochrane,3/16/2020,-
11,Aysén,11101,Coyhaique,3/16/2020,-
11,Aysén,11203,Guaitecas,3/16/2020,-
11,Aysén,11102,Lago Verde,3/16/2020,-
11,Aysén,11302,O'Higgins,3/16/2020,-
11,Aysén,11402,Río Ibáñez,3/16/2020,-
11,Aysén,11303,Tortel,3/16/2020,-
12,Magallanes,12202,Antártica,3/16/2020,-
12,Magallanes,12201,Cabo de Hornos,3/16/2020,0
12,Magallanes,12102,Laguna Blanca,3/16/2020,-
12,Magallanes,12401,Natales,3/16/2020,-
12,Magallanes,12301,Porvenir,3/16/2020,-
12,Magallanes,12302,Primavera,3/16/2020,-
12,Magallanes,12101,Punta Arenas,3/16/2020,0
12,Magallanes,12103,Río Verde,3/16/2020,-
12,Magallanes,12104,San Gregorio,3/16/2020,-
12,Magallanes,12303,Timaukel,3/16/2020,-
12,Magallanes,12402,Torres del Paine,3/16/2020,-
15,Arica y Parinacota,15101,Arica,3/17/2020,0
15,Arica y Parinacota,15102,Camarones,3/17/2020,-
15,Arica y Parinacota,15202,General Lagos,3/17/2020,-
15,Arica y Parinacota,15201,Putre,3/17/2020,-
1,Tarapacá,1107,Alto Hospicio,3/17/2020,-
1,Tarapacá,1402,Camiña,3/17/2020,-
1,Tarapacá,1403,Colchane,3/17/2020,-
1,Tarapacá,1404,Huara,3/17/2020,-
1,Tarapacá,1101,Iquique,3/17/2020,0
1,Tarapacá,1405,Pica,3/17/2020,-
1,Tarapacá,1401,Pozo Almonte,3/17/2020,-
2,Antofagasta,2101,Antofagasta,3/17/2020,2
2,Antofagasta,2201,Calama,3/17/2020,-
2,Antofagasta,2302,María Elena,3/17/2020,-
2,Antofagasta,2102,Mejillones,3/17/2020,-
2,Antofagasta,2202,Ollagüe,3/17/2020,-
2,Antofagasta,2203,San Pedro de Atacama,3/17/2020,-
2,Antofagasta,2103,Sierra Gorda,3/17/2020,-
2,Antofagasta,2104,Taltal,3/17/2020,-
2,Antofagasta,2301,Tocopilla,3/17/2020,-
3,Atacama,3302,Alto del Carmen,3/17/2020,-
3,Atacama,3102,Caldera,3/17/2020,-
3,Atacama,3201,Chañaral,3/17/2020,-
3,Atacama,3101,Copiapó,3/17/2020,-
3,Atacama,3202,Diego de Almagro,3/17/2020,-
3,Atacama,3303,Freirina,3/17/2020,-
3,Atacama,3304,Huasco,3/17/2020,-
3,Atacama,3103,Tierra Amarilla,3/17/2020,-
3,Atacama,3301,Vallenar,3/17/2020,-
4,Coquimbo,4103,Andacollo,3/17/2020,-
4,Coquimbo,4202,Canela,3/17/2020,-
4,Coquimbo,4302,Combarbalá,3/17/2020,-
4,Coquimbo,4102,Coquimbo,3/17/2020,0
4,Coquimbo,4201,Illapel,3/17/2020,-
4,Coquimbo,4104,La Higuera,3/17/2020,-
4,Coquimbo,4101,La Serena,3/17/2020,-
4,Coquimbo,4203,Los Vilos,3/17/2020,-
4,Coquimbo,4303,Monte Patria,3/17/2020,-
4,Coquimbo,4301,Ovalle,3/17/2020,0
4,Coquimbo,4105,Paiguano,3/17/2020,-
4,Coquimbo,4304,Punitaqui,3/17/2020,-
4,Coquimbo,4305,Río Hurtado,3/17/2020,-
4,Coquimbo,4204,Salamanca,3/17/2020,-
4,Coquimbo,4106,Vicuña,3/17/2020,-
5,Valparaíso,5602,Algarrobo,3/17/2020,0
5,Valparaíso,5402,Cabildo,3/17/2020,-
5,Valparaíso,5502,Calera,3/17/2020,0
5,Valparaíso,5302,Calle Larga,3/17/2020,-
5,Valparaíso,5603,Cartagena,3/17/2020,-
5,Valparaíso,5102,Casablanca,3/17/2020,-
5,Valparaíso,5702,Catemu,3/17/2020,-
5,Valparaíso,5103,Concón,3/17/2020,-
5,Valparaíso,5604,El Quisco,3/17/2020,-
5,Valparaíso,5605,El Tabo,3/17/2020,-
5,Valparaíso,5503,Hijuelas,3/17/2020,-
5,Valparaíso,5201,Isla de Pascua,3/17/2020,-
5,Valparaíso,5104,Juan Fernández,3/17/2020,-
5,Valparaíso,5504,La Cruz,3/17/2020,-
5,Valparaíso,5401,La Ligua,3/17/2020,-
5,Valparaíso,5802,Limache,3/17/2020,-
5,Valparaíso,5703,Llaillay,3/17/2020,-
5,Valparaíso,5301,Los Andes,3/17/2020,-
5,Valparaíso,5506,Nogales,3/17/2020,-
5,Valparaíso,5803,Olmué,3/17/2020,-
5,Valparaíso,5704,Panquehue,3/17/2020,-
5,Valparaíso,5403,Papudo,3/17/2020,-
5,Valparaíso,5404,Petorca,3/17/2020,-
5,Valparaíso,5105,Puchuncaví,3/17/2020,-
5,Valparaíso,5705,Putaendo,3/17/2020,-
5,Valparaíso,5501,Quillota,3/17/2020,0
5,Valparaíso,5801,Quilpué,3/17/2020,0
5,Valparaíso,5107,Quintero,3/17/2020,-
5,Valparaíso,5303,Rinconada,3/17/2020,-
5,Valparaíso,5601,San Antonio,3/17/2020,-
5,Valparaíso,5304,San Esteban,3/17/2020,-
5,Valparaíso,5701,San Felipe,3/17/2020,-
5,Valparaíso,5706,Santa María,3/17/2020,-
5,Valparaíso,5606,Santo Domingo,3/17/2020,-
5,Valparaíso,5101,Valparaíso,3/17/2020,0
5,Valparaíso,5804,Villa Alemana,3/17/2020,0
5,Valparaíso,5109,Viña del Mar,3/17/2020,0
5,Valparaíso,5405,Zapallar,3/17/2020,-
13,Metropolitana,13502,Alhué,3/17/2020,-
13,Metropolitana,13402,Buin,3/17/2020,1
13,Metropolitana,13403,Calera de Tango,3/17/2020,1
13,Metropolitana,13102,Cerrillos,3/17/2020,-
13,Metropolitana,13103,Cerro Navia,3/17/2020,2
13,Metropolitana,13301,Colina,3/17/2020,4
13,Metropolitana,13104,Conchalí,3/17/2020,2
13,Metropolitana,13503,Curacaví,3/17/2020,1
13,Metropolitana,13105,El Bosque,3/17/2020,2
13,Metropolitana,13602,El Monte,3/17/2020,-
13,Metropolitana,13106,Estación Central,3/17/2020,2
13,Metropolitana,13107,Huechuraba,3/17/2020,2
13,Metropolitana,13108,Independencia,3/17/2020,2
13,Metropolitana,13603,Isla de Maipo,3/17/2020,-
13,Metropolitana,13109,La Cisterna,3/17/2020,1
13,Metropolitana,13110,La Florida,3/17/2020,5
13,Metropolitana,13111,La Granja,3/17/2020,1
13,Metropolitana,13112,La Pintana,3/17/2020,-
13,Metropolitana,13113,La Reina,3/17/2020,3
13,Metropolitana,13302,Lampa,3/17/2020,1
13,Metropolitana,13114,Las Condes,3/17/2020,21
13,Metropolitana,13115,Lo Barnechea,3/17/2020,8
13,Metropolitana,13116,Lo Espejo,3/17/2020,0
13,Metropolitana,13117,Lo Prado,3/17/2020,2
13,Metropolitana,13118,Macul,3/17/2020,1
13,Metropolitana,13119,Maipú,3/17/2020,5
13,Metropolitana,13504,María Pinto,3/17/2020,-
13,Metropolitana,13501,Melipilla,3/17/2020,1
13,Metropolitana,13120,Ñuñoa,3/17/2020,8
13,Metropolitana,13604,Padre Hurtado,3/17/2020,1
13,Metropolitana,13404,Paine,3/17/2020,-
13,Metropolitana,13121,Pedro Aguirre Cerda,3/17/2020,1
13,Metropolitana,13605,Peñaflor,3/17/2020,1
13,Metropolitana,13122,Peñalolén,3/17/2020,4
13,Metropolitana,13202,Pirque,3/17/2020,-
13,Metropolitana,13123,Providencia,3/17/2020,10
13,Metropolitana,13124,Pudahuel,3/17/2020,2
13,Metropolitana,13201,Puente Alto,3/17/2020,5
13,Metropolitana,13125,Quilicura,3/17/2020,2
13,Metropolitana,13126,Quinta Normal,3/17/2020,2
13,Metropolitana,13127,Recoleta,3/17/2020,2
13,Metropolitana,13128,Renca,3/17/2020,1
13,Metropolitana,13401,San Bernardo,3/17/2020,4
13,Metropolitana,13129,San Joaquín,3/17/2020,2
13,Metropolitana,13203,San José de Maipo,3/17/2020,-
13,Metropolitana,13130,San Miguel,3/17/2020,3
13,Metropolitana,13505,San Pedro,3/17/2020,-
13,Metropolitana,13131,San Ramón,3/17/2020,-
13,Metropolitana,13101,Santiago,3/17/2020,15
13,Metropolitana,13601,Talagante,3/17/2020,-
13,Metropolitana,13303,Tiltil,3/17/2020,-
13,Metropolitana,13132,Vitacura,3/17/2020,10
6,O’Higgins,6302,Chépica,3/17/2020,-
6,O’Higgins,6303,Chimbarongo,3/17/2020,-
6,O’Higgins,6102,Codegua,3/17/2020,-
6,O’Higgins,6103,Coinco,3/17/2020,-
6,O’Higgins,6104,Coltauco,3/17/2020,-
6,O’Higgins,6105,Doñihue,3/17/2020,-
6,O’Higgins,6106,Graneros,3/17/2020,-
6,O’Higgins,6202,La Estrella,3/17/2020,-
6,O’Higgins,6107,Las Cabras,3/17/2020,-
6,O’Higgins,6203,Litueche,3/17/2020,-
6,O’Higgins,6304,Lolol,3/17/2020,-
6,O’Higgins,6108,Machalí,3/17/2020,-
6,O’Higgins,6109,Malloa,3/17/2020,-
6,O’Higgins,6204,Marchihue,3/17/2020,-
6,O’Higgins,6110,Mostazal,3/17/2020,-
6,O’Higgins,6305,Nancagua,3/17/2020,-
6,O’Higgins,6205,Navidad,3/17/2020,-
6,O’Higgins,6111,Olivar,3/17/2020,-
6,O’Higgins,6306,Palmilla,3/17/2020,-
6,O’Higgins,6206,Paredones,3/17/2020,-
6,O’Higgins,6307,Peralillo,3/17/2020,-
6,O’Higgins,6112,Peumo,3/17/2020,-
6,O’Higgins,6113,Pichidegua,3/17/2020,-
6,O’Higgins,6201,Pichilemu,3/17/2020,-
6,O’Higgins,6308,Placilla,3/17/2020,-
6,O’Higgins,6309,Pumanque,3/17/2020,-
6,O’Higgins,6114,Quinta de Tilcoco,3/17/2020,-
6,O’Higgins,6101,Rancagua,3/17/2020,0
6,O’Higgins,6115,Rengo,3/17/2020,-
6,O’Higgins,6116,Requínoa,3/17/2020,-
6,O’Higgins,6301,San Fernando,3/17/2020,-
6,O’Higgins,6117,San Vicente,3/17/2020,-
6,O’Higgins,6310,Santa Cruz,3/17/2020,-
7,Maule,7201,Cauquenes,3/17/2020,-
7,Maule,7202,Chanco,3/17/2020,-
7,Maule,7402,Colbún,3/17/2020,-
7,Maule,7102,Constitución,3/17/2020,-
7,Maule,7103,Curepto,3/17/2020,-
7,Maule,7301,Curicó,3/17/2020,1
7,Maule,7104,Empedrado,3/17/2020,-
7,Maule,7302,Hualañé,3/17/2020,-
7,Maule,7303,Licantén,3/17/2020,-
7,Maule,7401,Linares,3/17/2020,1
7,Maule,7403,Longaví,3/17/2020,-
7,Maule,7105,Maule,3/17/2020,-
7,Maule,7304,Molina,3/17/2020,-
7,Maule,7404,Parral,3/17/2020,1
7,Maule,7106,Pelarco,3/17/2020,-
7,Maule,7203,Pelluhue,3/17/2020,-
7,Maule,7107,Pencahue,3/17/2020,-
7,Maule,7305,Rauco,3/17/2020,-
7,Maule,7405,Retiro,3/17/2020,-
7,Maule,7108,Río Claro,3/17/2020,-
7,Maule,7306,Romeral,3/17/2020,-
7,Maule,7307,Sagrada Familia,3/17/2020,-
7,Maule,7109,San Clemente,3/17/2020,-
7,Maule,7406,San Javier,3/17/2020,-
7,Maule,7110,San Rafael,3/17/2020,-
7,Maule,7101,Talca,3/17/2020,6
7,Maule,7308,Teno,3/17/2020,-
7,Maule,7309,Vichuquén,3/17/2020,-
7,Maule,7407,Villa Alegre,3/17/2020,-
7,Maule,7408,Yerbas Buenas,3/17/2020,-
16,Ñuble,16102,Bulnes,3/17/2020,1
16,Ñuble,16101,Chillán,3/17/2020,13
16,Ñuble,16103,Chillán Viejo,3/17/2020,1
16,Ñuble,16202,Cobquecura,3/17/2020,-
16,Ñuble,16203,Coelemu,3/17/2020,-
16,Ñuble,16302,Coihueco,3/17/2020,-
16,Ñuble,16104,El Carmen,3/17/2020,-
16,Ñuble,16204,Ninhue,3/17/2020,-
16,Ñuble,16303,Ñiquén,3/17/2020,-
16,Ñuble,16105,Pemuco,3/17/2020,-
16,Ñuble,16106,Pinto,3/17/2020,-
16,Ñuble,16205,Portezuelo,3/17/2020,-
16,Ñuble,16107,Quillón,3/17/2020,0
16,Ñuble,16201,Quirihue,3/17/2020,-
16,Ñuble,16206,Ránquil,3/17/2020,-
16,Ñuble,16301,San Carlos,3/17/2020,1
16,Ñuble,16304,San Fabián,3/17/2020,-
16,Ñuble,16108,San Ignacio,3/17/2020,-
16,Ñuble,16305,San Nicolás,3/17/2020,-
16,Ñuble,16207,Treguaco,3/17/2020,-
16,Ñuble,16109,Yungay,3/17/2020,-
8,Biobío,8314,Alto Biobío,3/17/2020,-
8,Biobío,8302,Antuco,3/17/2020,-
8,Biobío,8202,Arauco,3/17/2020,-
8,Biobío,8303,Cabrero,3/17/2020,-
8,Biobío,8203,Cañete,3/17/2020,-
8,Biobío,8103,Chiguayante,3/17/2020,0
8,Biobío,8101,Concepción,3/17/2020,1
8,Biobío,8204,Contulmo,3/17/2020,-
8,Biobío,8102,Coronel,3/17/2020,-
8,Biobío,8205,Curanilahue,3/17/2020,-
8,Biobío,8104,Florida,3/17/2020,-
8,Biobío,8112,Hualpén,3/17/2020,-
8,Biobío,8105,Hualqui,3/17/2020,-
8,Biobío,8304,Laja,3/17/2020,-
8,Biobío,8201,Lebu,3/17/2020,-
8,Biobío,8206,Los Álamos,3/17/2020,-
8,Biobío,8301,Los Ángeles,3/17/2020,0
8,Biobío,8106,Lota,3/17/2020,-
8,Biobío,8305,Mulchén,3/17/2020,-
8,Biobío,8306,Nacimiento,3/17/2020,-
8,Biobío,8307,Negrete,3/17/2020,-
8,Biobío,8107,Penco,3/17/2020,-
8,Biobío,8308,Quilaco,3/17/2020,-
8,Biobío,8309,Quilleco,3/17/2020,-
8,Biobío,8108,San Pedro de la Paz,3/17/2020,0
8,Biobío,8310,San Rosendo,3/17/2020,-
8,Biobío,8311,Santa Bárbara,3/17/2020,-
8,Biobío,8109,Santa Juana,3/17/2020,-
8,Biobío,8110,Talcahuano,3/17/2020,-
8,Biobío,8207,Tirúa,3/17/2020,-
8,Biobío,8111,Tomé,3/17/2020,0
8,Biobío,8312,Tucapel,3/17/2020,-
8,Biobío,8313,Yumbel,3/17/2020,0
9,Araucanía,9201,Angol,3/17/2020,0
9,Araucanía,9102,Carahue,3/17/2020,-
9,Araucanía,9121,Cholchol,3/17/2020,-
9,Araucanía,9202,Collipulli,3/17/2020,-
9,Araucanía,9103,Cunco,3/17/2020,-
9,Araucanía,9203,Curacautín,3/17/2020,-
9,Araucanía,9104,Curarrehue,3/17/2020,-
9,Araucanía,9204,Ercilla,3/17/2020,-
9,Araucanía,9105,Freire,3/17/2020,-
9,Araucanía,9106,Galvarino,3/17/2020,-
9,Araucanía,9107,Gorbea,3/17/2020,0
9,Araucanía,9108,Lautaro,3/17/2020,-
9,Araucanía,9109,Loncoche,3/17/2020,-
9,Araucanía,9205,Lonquimay,3/17/2020,-
9,Araucanía,9206,Los Sauces,3/17/2020,-
9,Araucanía,9207,Lumaco,3/17/2020,-
9,Araucanía,9110,Melipeuco,3/17/2020,-
9,Araucanía,9111,Nueva Imperial,3/17/2020,-
9,Araucanía,9112,Padre Las Casas,3/17/2020,0
9,Araucanía,9113,Perquenco,3/17/2020,-
9,Araucanía,9114,Pitrufquén,3/17/2020,0
9,Araucanía,9115,Pucón,3/17/2020,-
9,Araucanía,9208,Purén,3/17/2020,-
9,Araucanía,9209,Renaico,3/17/2020,-
9,Araucanía,9116,Saavedra,3/17/2020,-
9,Araucanía,9101,Temuco,3/17/2020,1
9,Araucanía,9117,Teodoro Schmidt,3/17/2020,-
9,Araucanía,9118,Toltén,3/17/2020,-
9,Araucanía,9210,Traiguén,3/17/2020,-
9,Araucanía,9211,Victoria,3/17/2020,0
9,Araucanía,9119,Vilcún,3/17/2020,0
9,Araucanía,9120,Villarrica,3/17/2020,-
14,Los Ríos,14102,Corral,3/17/2020,-
14,Los Ríos,14202,Futrono,3/17/2020,-
14,Los Ríos,14201,La Unión,3/17/2020,-
14,Los Ríos,14203,Lago Ranco,3/17/2020,-
14,Los Ríos,14103,Lanco,3/17/2020,-
14,Los Ríos,14104,Los Lagos,3/17/2020,-
14,Los Ríos,14105,Máfil,3/17/2020,-
14,Los Ríos,14106,Mariquina,3/17/2020,-
14,Los Ríos,14107,Paillaco,3/17/2020,-
14,Los Ríos,14108,Panguipulli,3/17/2020,-
14,Los Ríos,14204,Río Bueno,3/17/2020,-
14,Los Ríos,14101,Valdivia,3/17/2020,0
10,Los Lagos,10202,Ancud,3/17/2020,-
10,Los Lagos,10102,Calbuco,3/17/2020,0
10,Los Lagos,10201,Castro,3/17/2020,-
10,Los Lagos,10401,Chaitén,3/17/2020,-
10,Los Lagos,10203,Chonchi,3/17/2020,-
10,Los Lagos,10103,Cochamó,3/17/2020,-
10,Los Lagos,10204,Curaco de Vélez,3/17/2020,-
10,Los Lagos,10205,Dalcahue,3/17/2020,-
10,Los Lagos,10104,Fresia,3/17/2020,-
10,Los Lagos,10105,Frutillar,3/17/2020,-
10,Los Lagos,10402,Futaleufú,3/17/2020,-
10,Los Lagos,10403,Hualaihué,3/17/2020,-
10,Los Lagos,10107,Llanquihue,3/17/2020,-
10,Los Lagos,10106,Los Muermos,3/17/2020,-
10,Los Lagos,10108,Maullín,3/17/2020,-
10,Los Lagos,10301,Osorno,3/17/2020,1
10,Los Lagos,10404,Palena,3/17/2020,-
10,Los Lagos,10101,Puerto Montt,3/17/2020,0
10,Los Lagos,10302,Puerto Octay,3/17/2020,-
10,Los Lagos,10109,Puerto Varas,3/17/2020,-
10,Los Lagos,10206,Puqueldón,3/17/2020,-
10,Los Lagos,10303,Purranque,3/17/2020,-
10,Los Lagos,10304,Puyehue,3/17/2020,-
10,Los Lagos,10207,Queilén,3/17/2020,-
10,Los Lagos,10208,Quellón,3/17/2020,-
10,Los Lagos,10209,Quemchi,3/17/2020,-
10,Los Lagos,10210,Quinchao,3/17/2020,-
10,Los Lagos,10305,Río Negro,3/17/2020,-
10,Los Lagos,10306,San Juan de la Costa,3/17/2020,-
10,Los Lagos,10307,San Pablo,3/17/2020,-
11,Aysén,11201,Aisén,3/17/2020,-
11,Aysén,11401,Chile Chico,3/17/2020,-
11,Aysén,11202,Cisnes,3/17/2020,-
11,Aysén,11301,Cochrane,3/17/2020,-
11,Aysén,11101,Coyhaique,3/17/2020,-
11,Aysén,11203,Guaitecas,3/17/2020,-
11,Aysén,11102,Lago Verde,3/17/2020,-
11,Aysén,11302,O'Higgins,3/17/2020,-
11,Aysén,11402,Río Ibáñez,3/17/2020,-
11,Aysén,11303,Tortel,3/17/2020,-
12,Magallanes,12202,Antártica,3/17/2020,-
12,Magallanes,12201,Cabo de Hornos,3/17/2020,0
12,Magallanes,12102,Laguna Blanca,3/17/2020,-
12,Magallanes,12401,Natales,3/17/2020,-
12,Magallanes,12301,Porvenir,3/17/2020,-
12,Magallanes,12302,Primavera,3/17/2020,-
12,Magallanes,12101,Punta Arenas,3/17/2020,1
12,Magallanes,12103,Río Verde,3/17/2020,-
12,Magallanes,12104,San Gregorio,3/17/2020,-
12,Magallanes,12303,Timaukel,3/17/2020,-
12,Magallanes,12402,Torres del Paine,3/17/2020,-
15,Arica y Parinacota,15101,Arica,3/18/2020,0
15,Arica y Parinacota,15102,Camarones,3/18/2020,-
15,Arica y Parinacota,15202,General Lagos,3/18/2020,-
15,Arica y Parinacota,15201,Putre,3/18/2020,-
1,Tarapacá,1107,Alto Hospicio,3/18/2020,-
1,Tarapacá,1402,Camiña,3/18/2020,-
1,Tarapacá,1403,Colchane,3/18/2020,-
1,Tarapacá,1404,Huara,3/18/2020,-
1,Tarapacá,1101,Iquique,3/18/2020,0
1,Tarapacá,1405,Pica,3/18/2020,-
1,Tarapacá,1401,Pozo Almonte,3/18/2020,-
2,Antofagasta,2101,Antofagasta,3/18/2020,2
2,Antofagasta,2201,Calama,3/18/2020,-
2,Antofagasta,2302,María Elena,3/18/2020,-
2,Antofagasta,2102,Mejillones,3/18/2020,-
